oid,classALeRCE,period,source,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time,MHAOV_T
ZTF18aagrjqm,RRL,0.324005,CRTSnorth,30,30,0.5110292434692383,0.48000121275890045
ZTF18aaiyogl,RRL,0.527439,LINEAR,30,30,0.5110292434692383,9.36872253770189
ZTF18aakynps,RRL,0.4881443,GAIADR2VS,30,30,0.5060288906097412,0.32763262334856574
ZTF18aaauysz,RRL,0.589796,LINEAR,30,30,0.5060288906097412,0.5898415297332144
ZTF18abtznig,RRL,0.52525,GAIADR2VS,30,30,0.5080292224884033,0.525273658085734
ZTF18abuiylf,RRL,0.356022,CRTSnorth,30,30,0.5070290565490723,0.35601045873667847
ZTF17aaaopmb,RRL,0.6222,ASASSN,30,30,0.5090289115905762,0.6221827267732523
ZTF18acusnge,RRL,0.348041,CRTSnorth,30,30,0.5050289630889893,0.3480465335121153
ZTF18aabeygz,RRL,0.323198,CRTSnorth,30,30,0.5100290775299072,0.4782154832207613
ZTF17aaclcto,RRL,0.49917,LINEAR,30,30,0.476027250289917,0.49917835305503605
ZTF18adbinxt,RRL,0.6556336,GAIADR2VS,30,30,0.45502591133117676,0.6556475026540127
ZTF18aaxmiws,RRL,0.5817934,GAIADR2VS,30,30,0.47502684593200684,0.5817948993896591
ZTF18aabpwsv,RRL,0.36431,LINEAR,30,30,0.5110292434692383,0.3643275003689572
ZTF18acrygyi,RRL,0.357881,CRTSnorth,30,30,0.4590260982513428,0.26337457637088785
ZTF17aabwwih,RRL,0.5259159,GAIADR2VS,30,30,0.5040287971496582,0.525972360879477
ZTF18abadjkk,RRL,0.3778755,CRTSnorth,30,30,0.4930284023284912,0.3779068062968691
ZTF18aagtegz,RRL,0.543355,LINEAR,30,30,0.44902563095092773,1.1897302832272034
ZTF17aabrxgf,RRL,0.5208027,GAIADR2VS,30,30,0.45102548599243164,0.5206393025066596
ZTF18aaptdbi,RRL,0.55194,GAIADR2VS,30,30,0.41802382469177246,0.5519413387692979
ZTF17aabxihf,RRL,0.550137,CRTSnorth,30,30,0.4370250701904297,0.5501316858426217
ZTF18aabvkjy,RRL,0.394852,CRTSnorth,30,30,0.5050289630889893,0.39485319097235977
ZTF18abajxjv,RRL,0.5871654,GAIADR2VS,30,30,0.5040290355682373,0.5871419915051488
ZTF17aabwlxc,RRL,0.458464,LINEAR,30,30,0.4590263366699219,0.8486399022362268
ZTF18aagrilj,RRL,0.2691344,CRTSnorth,30,30,0.5130295753479004,0.269134358471459
ZTF19aahsacu,RRL,0.5315512,ASASSN,30,30,0.5060291290283203,0.5315816927059822
ZTF18aanwicl,RRL,0.36206,ASASSN,30,30,0.49902844429016113,0.36207444682260953
ZTF18aajlfea,RRL,0.372284,LINEAR,30,30,0.46802687644958496,0.3722756257660158
ZTF18abmotmu,RRL,0.282596,CRTSnorth,30,30,0.49202799797058105,0.6510496602585638
ZTF18acqktlo,RRL,0.2866517,CRTSnorth,30,30,0.44902586936950684,0.28664959617002855
ZTF18abdjpfg,RRL,0.59664,GAIADR2VS,30,30,0.4430255889892578,0.5965983204356958
ZTF18abmrdxk,RRL,0.55986,ASASSN,30,30,0.4060232639312744,0.5598084958290398
ZTF17aacicys,RRL,0.5908443,GAIADR2VS,30,30,0.4320249557495117,0.5908262836684325
ZTF18aacdbbt,RRL,0.772251,LINEAR,30,30,0.49902868270874023,0.7722898905537782
