oid,classALeRCE,period,source,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time,MHAOV_T
ZTF18abdeyrl,RRL,0.4752162,GAIADR2VS,40,40,0.5660324096679688,0.4752209682153387
ZTF18aaoemnc,RRL,0.5934010000000001,LINEAR,40,40,0.5220298767089844,0.5934345530374898
ZTF18abddqtn,RRL,0.626065,LINEAR,40,40,0.5710325241088867,0.6260706563109385
ZTF18acrygnp,RRL,0.708755,LINEAR,40,40,0.6580376625061035,0.7087321774339616
ZTF18aabasna,RRL,0.399636,CRTSnorth,40,40,0.6540374755859375,0.39963666126502767
ZTF18abbwgvd,RRL,0.576689,ASASSN,40,40,0.6570374965667725,0.5766919186956881
ZTF18aabhkoz,RRL,0.33383,CRTSnorth,40,40,0.6320364475250244,0.3338304152579865
ZTF18abjhvuc,RRL,0.272071,CRTSnorth,40,40,0.6560373306274414,0.272068407050483
ZTF17aaajahq,RRL,0.5326960000000001,LINEAR,40,40,0.6550374031066895,0.5326635149239634
ZTF18abcxivv,RRL,0.61552,ASASSN,40,40,0.6560375690460205,0.6155692437094962
ZTF18aazgeoe,RRL,0.712364,LINEAR,40,40,0.6540372371673584,0.7123249609049407
ZTF18abxnnxr,RRL,0.357637,CRTSnorth,40,40,0.6430370807647705,0.35767531511803946
ZTF18abginjf,RRL,0.45482,ASASSN,40,40,0.590034008026123,0.4548016362661477
ZTF18aaavvzf,RRL,0.550248,LINEAR,40,40,0.5910336971282959,0.5502608030558847
ZTF18aaaufty,RRL,0.62247,LINEAR,40,40,0.6280360221862793,0.6224584739603943
ZTF18adalcij,RRL,0.6070224,GAIADR2VS,40,40,0.6590378284454346,0.6069975525980855
ZTF18aabpxgl,RRL,0.5922,ASASSN,40,40,0.6550376415252686,0.5921829938485561
ZTF19abmyimo,RRL,0.6911464,GAIADR2VS,40,40,0.6560378074645996,0.6910923217798461
ZTF18aaxmitn,RRL,0.3626436,CRTSnorth,40,40,0.6210353374481201,0.3626316724543961
ZTF18acyevoe,RRL,0.6122850000000001,LINEAR,40,40,0.5810332298278809,0.6123048500039145
ZTF18acwzcdx,RRL,0.6181564,CRTSnorth,40,40,0.5800333023071289,0.6181578113409096
ZTF17aackjce,RRL,0.5845666,CRTSnorth,40,40,0.5990345478057861,0.5845156071779141
ZTF18acvgzsb,RRL,0.6914785,ASASSN,40,40,0.6550374031066895,0.34575896480812135
ZTF17aaajhdq,RRL,0.556607,LINEAR,40,40,0.602034330368042,0.5565786247151835
ZTF18aaactnp,RRL,0.647415,CRTSnorth,40,40,0.6190354824066162,0.6474283540485947
ZTF17aacloxd,RRL,0.5843403,GAIADR2VS,40,40,0.6540374755859375,0.5843480550824233
ZTF18aaoelut,RRL,0.696965,LINEAR,40,40,0.603034496307373,0.6969713892213995
ZTF18abjrfio,RRL,0.2482016,ASASSN,40,40,0.6570374965667725,0.3304627950054377
ZTF17aacnrpn,RRL,0.3595219,CRTSnorth,40,40,0.6620378494262695,0.562235873471109
ZTF18aajpijx,RRL,0.55812,LINEAR,40,40,0.6630377769470215,0.5581184910739433
ZTF18abfnnjp,RRL,0.6455122,GAIADR2VS,40,40,0.6660380363464355,0.6454738233535968
ZTF18aaxmnik,RRL,0.2988912,CRTSnorth,40,40,0.6680381298065186,0.2988954813303479
