oid,classALeRCE,period,source,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time,MHAOV_T
ZTF18aaabbyh,DSCT,0.0915922,ASASSN,20,20,0.19801115989685059,0.48763039012859294
ZTF18abnjsfs,DSCT,0.0806261,ASASSN,20,20,0.19501113891601562,2.390113191965112
ZTF18acrupio,DSCT,0.111154,ASASSN,20,20,0.22501301765441895,0.05145697345755265
ZTF18abokdrv,DSCT,0.1719814,ASASSN,20,20,0.19601130485534668,0.5410732897773785
ZTF18aagrkrh,DSCT,0.0887916,CRTSnorth,20,20,0.19601130485534668,0.3383769656712424
ZTF18aaiwqwc,DSCT,0.059257,LINEAR,20,20,0.18301057815551758,1.4227714892305436
ZTF18aaaakyv,DSCT,0.064343,ASASSN,20,20,0.18201041221618652,0.06878235176836263
ZTF17aaaoujw,DSCT,0.1040589,ASASSN,20,20,0.18101024627685547,0.10405861825791905
ZTF18aaadnum,DSCT,0.0558111,ASASSN,20,20,0.1890108585357666,0.055810538369940633
ZTF18aabkonv,DSCT,0.04893,LINEAR,20,20,0.18201041221618652,3.0518463017959223
ZTF18aabjzye,DSCT,0.060337,CRTSnorth,20,20,0.18101000785827637,1.2330453642733596
ZTF17aadopqk,DSCT,0.1020738,ASASSN,20,20,0.19201111793518066,25.7978744408797
ZTF17aabtvzr,DSCT,0.049606,LINEAR,20,20,0.18201065063476562,2.963812386295855
ZTF18acqowix,DSCT,0.0882718,CRTSnorth,20,20,0.18101024627685547,0.7272202223938379
ZTF18abakkui,DSCT,0.1932598,ASASSN,20,20,0.18001031875610352,0.19325492931699323
ZTF18abxfdtj,DSCT,0.094894,CRTSnorth,20,20,0.18401050567626953,0.18066306950271566
ZTF17aaadnyp,DSCT,0.0482415,ASASSN,20,20,0.1780102252960205,1.0735885073216638
ZTF18aaabrix,DSCT,0.080365,ASASSN,20,20,0.18601059913635254,0.087409972497092
ZTF17aaasjfh,DSCT,0.1040589,ASASSN,20,20,0.20501160621643066,0.10405861825791905
ZTF18absoifw,DSCT,0.0946834,CRTSnorth,20,20,0.1980113983154297,0.11894543165936426
ZTF18aboqubz,DSCT,0.099396,ASASSN,20,20,0.19001102447509766,0.09207781862625995
ZTF18abikbaq,DSCT,0.0719725,CRTSnorth,20,20,0.18001008033752441,1.5546521152416082
