oid,classALeRCE,period,source,LS_samples_g,LS_samples_r,LS_time_g,LS_time_r,LS_T_g,LS_T_r,LKSL_samples_g,LKSL_samples_r,LKSL_time_g,LKSL_time_r,LKSL_T_g,LKSL_T_r,PDM1_samples_g,PDM1_samples_r,PDM1_time_g,PDM1_time_r,PDM1_T_g,PDM1_T_r,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time_g,MHAOV_time_r,MHAOV_T_g,MHAOV_T_r,QME_samples_g,QME_samples_r,QME_time_g,QME_time_r,QME_T_g,QME_T_r,QMICS_samples_g,QMICS_samples_r,QMICS_time_g,QMICS_time_r,QMICS_T_g,QMICS_T_r,QMIEU_samples_g,QMIEU_samples_r,QMIEU_time_g,QMIEU_time_r,QMIEU_T_g,QMIEU_T_r
ZTF18aapyqmc,Ceph,2.9293336,CRTSnorth,50,50,0.19901132583618164,0.18801069259643555,0.3753642716416129,1.5121300139145744,50,50,0.16400957107543945,0.16400933265686035,1.1260372906262008,0.7507163968774353,50,50,0.12000656127929688,0.11200618743896484,1.5014869537037077,1.5014869537037077,50,50,0.1630091667175293,0.14900851249694824,0.3753642716416129,1.5121300139145744,50,50,0.7950456142425537,0.7710442543029785,0.3753642716416129,0.3753642716416129,50,50,0.8860504627227783,0.8030459880828857,1.5124059409461281,0.3753642716416129,50,50,0.7990460395812988,0.7780447006225586,1.5124059409461281,0.3753642716416129
ZTF17aaagvnm,Ceph,1.5318547,ASASSN,50,50,0.19601082801818848,0.19901132583618164,1.5320053179901858,1.5321650287832287,50,50,0.16900968551635742,0.15900897979736328,1.5318456404897431,1.5318456404897431,50,50,0.11700654029846191,0.12200689315795898,1.5318056768417925,1.53192547507904,50,50,0.16400957107543945,0.1480083465576172,1.5320053179901858,0.0966542163514541,50,50,0.8770501613616943,0.8020458221435547,1.5318855468112824,1.531645961885933,50,50,0.8080463409423828,0.7990460395812988,1.5318855468112824,1.5317258152004434,50,50,0.7870452404022217,0.7850446701049805,1.5318855468112824,1.5317258152004434
ZTF18abeeqhi,Ceph,4.6639079,ASASSN,50,50,0.19201111793518066,0.19701123237609863,4.664334256811208,4.663483436363399,50,50,0.16200947761535645,0.16400957107543945,4.665063752677951,4.6648205620365335,50,50,0.1240072250366211,0.11700701713562012,4.66530696867716,4.66469954822481,50,50,0.1610090732574463,0.15600872039794922,4.664334256811208,4.663483436363399,50,50,0.7820448875427246,0.7930455207824707,4.664334256811208,4.663240290078381,50,50,0.8080461025238037,0.8020458221435547,4.66469954822481,4.663240290078381,50,50,0.7910451889038086,0.7730443477630615,4.66457739674894,4.663240290078381
ZTF18abmxaez,Ceph,4.9025182,CRTSnorth,50,50,0.19201111793518066,0.19901132583618164,1.0163781029288668,0.09280787256344535,50,50,0.1610095500946045,0.1610090732574463,4.905995122741642,4.9067624140563835,50,50,0.12100720405578613,0.11500668525695801,4.908425290468694,9.466417012251497,50,50,0.1630094051361084,0.15800905227661133,1.0163781029288668,4.855997972712674,50,50,0.7850449085235596,0.7910451889038086,4.905739412293774,1.6354975948211727,50,50,0.8070459365844727,0.7980456352233887,4.905995122741642,1.6354975948211727,50,50,0.7880449295043945,0.7970457077026367,4.905995122741642,1.635412358244244
ZTF17aaawhro,Ceph,3.3707962,ASASSN,50,50,0.19701147079467773,0.2000117301940918,3.3714364276455453,3.371612217909731,50,50,0.1630091667175293,0.16600942611694336,3.37055775121533,3.370997358549727,50,50,0.1240072250366211,0.113006591796875,3.3706459245140605,3.3707334498588306,50,50,0.16200947761535645,0.14400815963745117,3.371612217909731,3.371612217909731,50,50,0.7990455627441406,0.7930452823638916,3.3707334498588306,3.3712606557112283,50,50,0.829047679901123,0.7860448360443115,3.3707334498588306,3.3714364276455453,50,50,0.957054615020752,0.8570489883422852,3.3707334498588306,3.3712606557112283
ZTF17aaawgxd,Ceph,3.43808,ASASSN,50,50,0.19501113891601562,0.1910111904144287,3.4376322927396235,3.438259913441162,50,50,0.16400957107543945,0.16700959205627441,3.438259913441162,3.438169877948306,50,50,0.12000679969787598,0.12100696563720703,3.437542778003075,3.438169877948306,50,50,0.15700888633728027,0.15600895881652832,3.4376322927396235,3.438259913441162,50,50,0.7890448570251465,0.7980458736419678,3.4376322927396235,3.437811469129161,50,50,0.8020460605621338,0.8010456562042236,3.437990664197748,3.437811469129161,50,50,0.7890453338623047,0.7640435695648193,3.4376322927396235,3.437990664197748
ZTF17aaajqkd,Ceph,0.9441747,CRTSnorth,50,50,0.1890106201171875,0.19801115989685059,0.9441797981632339,0.9441305753286842,50,50,0.16400957107543945,0.15800905227661133,0.9441797981632339,0.9441797981632339,50,50,0.12300705909729004,0.11000633239746094,0.9441797981632339,0.9442782592315176,50,50,0.16400933265686035,0.15700888633728027,0.9441797981632339,0.9441305753286842,50,50,0.7870450019836426,0.7950453758239746,0.9441797981632339,0.9441797981632339,50,50,0.8110463619232178,0.7990455627441406,0.9442290261305774,0.9441797981632339,50,50,0.7750442028045654,0.7830445766448975,0.9442290261305774,0.9441797981632339
ZTF18aaqgbes,Ceph,1.1260715,CRTSnorth,50,50,0.19301104545593262,0.19301080703735352,1.126213410588953,1.126213410588953,50,50,0.16900968551635742,0.1670093536376953,1.1261546978136057,1.1261546978136057,50,50,0.11900687217712402,0.12100672721862793,1.126213410588953,1.126213410588953,50,50,0.15900897979736328,0.15500879287719727,1.126213410588953,1.126213410588953,50,50,0.8750498294830322,0.8100464344024658,1.126213410588953,1.1261546978136057,50,50,0.9040515422821045,0.8130464553833008,1.1261546978136057,1.1261546978136057,50,50,0.9560546875,0.8600490093231201,1.126213410588953,1.1261546978136057
ZTF17aabvsvg,Ceph,3.7992568,ASASSN,50,50,0.2000114917755127,0.19701123237609863,3.799008048589691,3.80237611192654,50,50,0.16900968551635742,0.16700959205627441,3.7998992202570143,3.7991070689185222,50,50,0.11900711059570312,0.11800670623779297,3.79851317212301,3.79940425850952,50,50,0.1630096435546875,0.1520085334777832,3.799008048589691,3.80237611192654,50,50,0.7860448360443115,0.8010458946228027,3.798611921296464,3.799701151454372,50,50,0.8210470676422119,0.7980458736419678,3.798611921296464,0.7915688828402142,50,50,0.8520488739013672,0.8350479602813721,3.798611921296464,3.7991070689185222
ZTF17aaajtgd,Ceph,3.8784172,ASASSN,50,50,0.2000112533569336,0.19701123237609863,3.877033258863581,3.877639527049294,50,50,0.17000961303710938,0.15800929069519043,3.877639527049294,3.877943207777621,50,50,0.11700677871704102,0.11800670623779297,3.877943207777621,3.877943207777621,50,50,0.16400933265686035,0.14900827407836914,3.877033258863581,3.877639527049294,50,50,0.8050460815429688,0.7630436420440674,3.8780438111893467,3.877235327193296,50,50,0.837047815322876,0.7690439224243164,3.8780438111893467,0.793179805142974,50,50,0.9450538158416748,0.7380421161651611,3.8780438111893467,3.8774374165874352
