oid,candoid,mjd,fid,magpsf,sigmapsf,magpsf_corr,sigmapsf_corr_ext
ZTF17aaaehye,1066091785515010022,58820.09178239992,2,14.999517,0.07464449,15.042048,0.07762652
ZTF17aaaehye,1343318245515010015,59097.318240699824,1,16.363115,0.047112517,18.935295,0.5035106
ZTF17aaaehye,624301795515010015,58378.30179399997,1,16.35749,0.04032547,18.997303,0.45867458
ZTF17aaaehye,1305397895515010030,59059.39789350005,1,16.520727,0.040400386,17.965,0.15279002
ZTF17aaaehye,1262395025515010011,59016.39502310008,1,17.348177,0.09528099,16.766079,0.055739973
ZTF17aaaehye,885443125515015019,58639.44312500022,1,16.483936,0.05567087,15.616935,0.025051128
ZTF17aaaehye,609300235515010034,58363.30023150006,1,16.395819,0.030707417,18.636236,0.24177453
ZTF17aaaehye,1294354255515010019,59048.354259300046,2,15.954242,0.1416044,14.526125,0.038004052
ZTF17aaaehye,1277440595515015010,59031.44059030013,2,16.8139,0.130365,14.168612,0.011403695
ZTF17aaaehye,988163925515010010,58742.16392360022,2,14.773392,0.04425352,15.341151,0.07465373
ZTF17aaaehye,1321390795515010023,59075.390798599925,1,16.447115,0.041367862,18.299728,0.22788128
ZTF17aaaehye,1306349095515010015,59060.349097200204,1,16.50573,0.052128255,18.02367,0.21098396
ZTF17aaaehye,1281485695515010013,59035.485694400035,1,16.78184,0.051452547,17.321754,0.08460045
ZTF17aaaehye,1043180195515010021,58797.1801967998,1,16.343239,0.044806868,19.174124,0.60771257
ZTF17aaaehye,1037144315515010014,58791.144317099825,1,16.326998,0.043962497,19.422396,0.7607494
ZTF17aaaehye,997162295515010031,58751.16229170002,2,14.685599,0.044477288,15.507525,0.09482194
ZTF17aaaehye,942360845515010018,58696.3608448999,2,16.5153,0.186966,14.414476,0.027004309
ZTF17aaaehye,1324386445515010022,59078.38644680008,1,16.43262,0.044250898,18.38325,0.26679263
ZTF17aaaehye,989164205515010021,58743.16420139978,2,14.7125,0.058508,15.45231,0.11564826
ZTF17aaaehye,1450165115515015009,59204.1651157001,2,13.115531,0.018103894,12.792959,0.0134506505
ZTF17aaaehye,1397118925515010013,59151.11892359983,2,14.9208,0.066014,15.130454,0.08007514
ZTF17aaaehye,1390178905515010011,59144.17890049983,1,16.35542,0.0592969,19.021147,0.6907532
ZTF17aaaehye,681179905515020012,58435.17990740016,1,16.3537,0.036151,19.041368,0.42972195
ZTF17aaaehye,1377227565515010013,59131.22756939987,2,14.820299,0.044287693,15.266342,0.06678831
ZTF17aaaehye,1370275285515010010,59124.275289400015,2,14.745,0.066363,15.390797,0.12029417
ZTF17aaaehye,1060095695515010013,58814.095694399904,1,16.377645,0.048693296,18.79106,0.44960892
ZTF17aaaehye,1369196845515010007,59123.196840300225,1,16.340826,0.047451407,19.207388,0.6650802
ZTF17aaaehye,1456104425515015009,59210.10442129988,2,12.689795,0.020815441,12.461742,0.016871933
ZTF17aaaehye,1392116065515010015,59146.11606479995,2,14.81931,0.030816056,15.267836,0.046578687
ZTF17aaaehye,597408005515010015,58351.40800930001,1,16.43567,0.042896714,18.365028,0.25361046
ZTF17aaaehye,988192835515010007,58742.192835600115,1,16.365137,0.038449522,18.91392,0.40216494
ZTF17aaaehye,1373320945515010025,59127.32094909996,2,14.892249,0.061164133,15.166126,0.07871319
ZTF17aaaehye,982265935515010018,58736.26593750017,2,14.793297,0.058525357,15.308377,0.0940538
ZTF17aaaehye,939323005515010041,58693.323009300046,1,16.773272,0.051565867,17.33599,0.0865864
ZTF17aaaehye,681112225515020017,58435.112222199794,2,14.9295,0.023005,15.119995,0.027417019
ZTF17aaaehye,1216474175515015011,58970.47417820012,1,16.162687,0.04388944,15.460541,0.02298801
ZTF17aaaehye,1044142955515010023,58798.14295140002,1,16.350727,0.03461404,19.077353,0.42648402
ZTF17aaaehye,1352300285515010009,59106.30028939992,1,16.372458,0.04977468,18.840172,0.48316365
ZTF17aaaehye,1000161885515010019,58754.161886599846,2,14.6572,0.061562,15.570671,0.1427911
ZTF17aaaehye,1312366075515010014,59066.36607640004,1,16.486961,0.054629896,18.103132,0.24204633
ZTF17aaaehye,1399149535515010011,59153.149536999874,1,16.41396,0.04388931,18.5031,0.30061778
ZTF17aaaehye,621344035515010007,58375.34403940011,2,14.755688,0.045492694,15.371687,0.08023085
ZTF17aaaehye,1452198715515015021,59206.19871529983,2,12.957585,0.020964397,12.673469,0.016137479
ZTF17aaaehye,1007162285515010013,58761.16228009993,2,14.647822,0.040617555,15.592739,0.09697958
ZTF17aaaehye,976257445515010032,58730.25744209997,2,14.9114,0.050168,15.141968,0.06203743
ZTF17aaaehye,1445101455515015024,59199.101458299905,2,13.56694,0.027121747,13.109267,0.01779297
ZTF17aaaehye,1320468575515010005,59074.468576400075,1,16.458109,0.034389015,18.241085,0.17766842
ZTF17aaaehye,991192265515010036,58745.192268500105,1,16.33349,0.04385279,19.315788,0.6837805
ZTF17aaaehye,995164385515010022,58749.16438659979,2,14.691021,0.063988335,15.496057,0.13431211
ZTF17aaaehye,839486165515015004,58593.486169000156,1,14.145705,0.029488556,14.001666,0.025824858
ZTF17aaaehye,1271352075515010021,59025.3520717998,1,17.024246,0.059204224,17.012936,0.05859062
ZTF17aaaehye,1084098885515015008,58838.09888890013,2,15.191843,0.042837713,13.881914,0.012819012
ZTF17aaaehye,1340352435515010008,59094.35243060021,2,14.8195,0.067733,15.267549,0.10233398
ZTF17aaaehye,989193145515010016,58743.19314809982,1,16.336084,0.04732996,19.276123,0.7098259
ZTF17aaaehye,1371214445515010017,59125.21444439981,1,16.369635,0.036873847,18.867962,0.36817083
ZTF17aaaehye,1268357615515010031,59022.35761569999,1,17.12404,0.058061287,16.922455,0.048222777
ZTF17aaaehye,980281425515010031,58734.281423599925,1,16.378344,0.04391148,18.784636,0.40280488
ZTF17aaaehye,968257255515010015,58722.25725689996,2,15.017,0.049343,15.024161,0.049669504
ZTF17aaaehye,1440100615515015014,59194.100613399874,1,17.855064,0.094240166,16.039997,0.017709624
ZTF17aaaehye,1318369475515010022,59072.36947919987,1,16.452438,0.044582307,18.270863,0.23797557
ZTF17aaaehye,951452125515010024,58705.452129600104,2,15.67,0.076533,14.617028,0.029017512
ZTF17aaaehye,960173155515010010,58714.17315969989,2,15.215253,0.108005084,14.855553,0.07754686
ZTF17aaaehye,1435176675515015019,59189.17667819979,2,15.184,0.046844,13.87956,0.014088939
