oid,classALeRCE,period,source,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time,MHAOV_T
ZTF18abdeajl,EB/EW,0.270497,CRTSnorth,50,50,0.6510372161865234,0.4175792422564944
ZTF17aacdvtd,EB/EW,0.29551,CRTSnorth,50,50,0.5820333957672119,0.14775370202330135
ZTF18abcilbv,EB/EW,0.290765,CRTSnorth,50,50,0.5750329494476318,0.20509826262014744
ZTF17aabtlbu,EB/EW,0.35874,CRTSnorth,50,50,0.5260300636291504,0.21869100365327654
ZTF19aamnvdx,EB/EW,0.356434,CRTSnorth,50,50,0.5320305824279785,0.21701027849450708
ZTF17aaahiqe,EB/EW,0.246995,CRTSnorth,50,50,0.49002790451049805,0.14095241121449134
ZTF17aaajrrz,EB/EW,0.472698,CRTSnorth,50,50,0.47802734375,0.44878433585749483
ZTF18aagrlge,EB/EW,0.350049,CRTSnorth,50,50,0.4500257968902588,0.17502686430751568
ZTF17aacxrxj,EB/EW,0.290429,CRTSnorth,50,50,0.42702436447143555,0.1452147782026774
ZTF19aaesgaz,EB/EW,0.284732,CRTSnorth,50,50,0.42302441596984863,0.14236652861192775
ZTF18aajuyqt,EB/EW,0.257875,CRTSnorth,50,50,0.41402363777160645,0.25787918223211137
ZTF17aadgqqw,EB/EW,0.353393,CRTSnorth,50,50,0.39202237129211426,0.1766953035390166
ZTF17aaaxfed,EB/EW,0.339672,CRTSnorth,50,50,0.3930225372314453,0.1698318599081585
ZTF17aaagwgf,EB/EW,0.359827,CRTSnorth,50,50,0.3890221118927002,0.15241629386139385
ZTF18abodrtv,EB/EW,0.344404,CRTSnorth,50,50,0.5290303230285645,0.17220319700040174
ZTF18acbvqwx,EB/EW,0.51168,CRTSnorth,50,50,0.7930455207824707,0.5246716015425754
ZTF18aaaeahe,EB/EW,0.293562,CRTSnorth,50,50,0.7540433406829834,0.17211793897423638
ZTF18adakwwa,EB/EW,0.680986,CRTSnorth,50,50,0.6690382957458496,0.34049143050708663
ZTF18adbaghq,EB/EW,0.3552753,CRTSnorth,50,50,0.6210355758666992,0.17764194913893555
ZTF18aaadsey,EB/EW,0.232682,CRTSnorth,50,50,0.596034049987793,0.11634222650896663
ZTF18acckyvq,EB/EW,0.397136,CRTSnorth,50,50,0.5640323162078857,0.1985703120269116
ZTF18aaacdou,EB/EW,0.23151,CRTSnorth,50,50,0.5290300846099854,0.11575240358762819
ZTF18abcstxs,EB/EW,0.266132,CRTSnorth,50,50,0.5270302295684814,0.15348868119402995
ZTF18abcupjf,EB/EW,0.416778,CRTSnorth,50,50,0.5130295753479004,0.35763802570048997
ZTF17aaaduyn,EB/EW,0.372858,CRTSnorth,50,50,0.5670323371887207,0.22914185686971217
ZTF18aaadsjh,EB/EW,0.63636,ASASSN,50,50,0.7720439434051514,0.31818995050853277
ZTF17aaapnrf,EB/EW,0.358335,CRTSnorth,50,50,0.7350418567657471,0.1791624738775729
ZTF18aajdkhu,EB/EW,0.309511,CRTSnorth,50,50,0.721041202545166,0.30950310473243553
ZTF18aaavust,EB/EW,0.613267,CRTSnorth,50,50,0.6530373096466064,0.23451944007881953
ZTF17aaatmpt,EB/EW,0.2839813,ASASSN,50,50,0.5650322437286377,0.09952254749188738
ZTF18acrygcx,EB/EW,0.287204,CRTSnorth,50,50,0.5320305824279785,0.2015739592869372
ZTF17aaaxdid,EB/EW,0.245057,CRTSnorth,50,50,0.5230298042297363,0.1967106761177457
ZTF19acauaig,EB/EW,0.395502,CRTSnorth,50,50,0.5000286102294922,0.16503177585625922
ZTF18aabisxg,EB/EW,0.43629,CRTSnorth,50,50,0.4850277900695801,0.2181501684572546
ZTF18abumyvd,EB/EW,0.264226,CRTSnorth,50,50,0.7570433616638184,0.1321122971976466
ZTF18aagwxlb,EB/EW,0.297014,CRTSnorth,50,50,0.6730382442474365,0.14850659219518542
ZTF18abbxkof,EB/EW,0.5455989,ASASSN,50,50,0.603034257888794,0.2727997911965872
ZTF18aaimtnm,EB/EW,0.28334,CRTSnorth,50,50,0.5740330219268799,0.14167062333551958
ZTF18aaavsbv,EB/EW,0.341473,CRTSnorth,50,50,0.8090462684631348,0.17073283471847914
ZTF18aabfwhb,EB/EW,0.37964,ASASSN,50,50,0.6930396556854248,0.18982030837492891
ZTF17aaaekpc,EB/EW,0.259252,CRTSnorth,50,50,0.6450366973876953,0.1296291053903026
ZTF17aabxkcv,EB/EW,0.268038,CRTSnorth,50,50,0.5820333957672119,0.1340198071613402
ZTF19abqkmem,EB/EW,0.3860825,ASASSN,50,50,0.6400365829467773,0.19303342655106318
ZTF17aaadxlq,EB/EW,0.762123,CRTSnorth,50,50,0.7900452613830566,0.38106202666695155
ZTF18aawalmh,EB/EW,0.6720269,ASASSN,50,50,0.7530429363250732,0.33601283169175844
ZTF18abdeisb,EB/EW,0.400962,CRTSnorth,50,50,0.7140412330627441,0.1254214579876891
ZTF17aabggji,EB/EW,0.34633,ASASSN,50,50,0.7520430088043213,0.14754204250459263
ZTF18abceilm,EB/EW,0.316516,CRTSnorth,50,50,0.7290418148040771,0.18811125411546142
ZTF18aaadskw,EB/EW,0.305082,CRTSnorth,50,50,0.7920453548431396,0.13229835751004398
ZTF17aacwwlr,EB/EW,0.426053,CRTSnorth,50,50,0.716041088104248,0.2708867306940573
ZTF18aaavyjj,EB/EW,0.25172,CRTSnorth,50,50,0.7790443897247314,0.12277889083372948
ZTF17aaafibe,EB/EW,0.3669635,ASASSN,50,50,0.7530431747436523,0.22487590304100158
ZTF18acpvmit,EB/EW,1.2628808,ASASSN,50,50,0.7320420742034912,0.6314294924248907
ZTF18acrukkj,EB/EW,0.428888,ASASSN,50,50,0.6980400085449219,0.21444629737891371
ZTF18aaorzrx,EB/EW,0.373506,CRTSsouth,50,50,0.7350418567657471,0.18675313605607302
ZTF18aagrmww,EB/EW,0.2918,CRTSnorth,50,50,0.6920397281646729,0.1709109291397194
ZTF18aabtvpy,EB/EW,0.410646,CRTSnorth,50,50,0.6350359916687012,0.41063922391066593
ZTF18acnaivd,EB/EW,0.566458,CRTSnorth,50,50,0.707040548324585,0.283233293467758
ZTF18abadnca,EB/EW,0.9554343,ASASSN,50,50,0.7790446281433105,11.049847980503934
ZTF18abmohes,EB/EW,0.339066,ASASSN,50,50,0.7010400295257568,0.20426601563313146
ZTF18acueidj,EB/EW,0.40218,CRTSnorth,50,50,0.6760389804840088,0.33667028131727855
ZTF18aajaeui,EB/EW,0.2771871,ASASSN,50,50,0.7260415554046631,0.13859897781985606
ZTF18abcruof,EB/EW,0.306961,ASASSN,50,50,0.6370365619659424,0.4364866435922784
ZTF18aaaeheg,EB/EW,0.335633,ASASSN,50,50,0.59403395652771,0.1678165440608146
ZTF18aajbhlq,EB/EW,0.476077,CRTSnorth,50,50,0.5870335102081299,0.23804828098540187
ZTF18acrcuvj,EB/EW,0.37643,CRTSnorth,50,50,0.5320303440093994,0.43338051108673875
ZTF17aaanqdk,EB/EW,0.3183939,ASASSN,50,50,0.5040290355682373,0.15919295703960332
ZTF18abmjpbp,EB/EW,0.314732,CRTSnorth,50,50,0.4780275821685791,0.15736949976749975
ZTF17aaabmpl,EB/EW,0.38524,CRTSnorth,50,50,0.46602678298950195,0.23872551558555705
ZTF18aaaarlb,EB/EW,0.340916,CRTSnorth,50,50,0.7670438289642334,0.14557860505538264
ZTF18acuwuzy,EB/EW,0.33386,ASASSN,50,50,0.7600433826446533,0.14299502056879754
ZTF18abtdxvi,EB/EW,0.296442,CRTSnorth,50,50,0.6120352745056152,0.267295799103488
ZTF18aaakpmo,EB/EW,0.263112,CRTSnorth,50,50,0.6770389080047607,0.11622099624082619
ZTF18abtfecu,EB/EW,0.24355,CRTSnorth,50,50,0.5320305824279785,0.16105434542769018
ZTF18abppqvr,EB/EW,0.274892,CRTSnorth,50,50,0.47802734375,0.13744777442127834
ZTF18acrwlzp,EB/EW,0.422706,CRTSnorth,50,50,0.46602678298950195,0.21135548218509584
ZTF18aaaemjr,EB/EW,0.530351,CRTSnorth,50,50,0.472027063369751,0.26517928327269275
ZTF18acevxjm,EB/EW,0.288476,CRTSnorth,50,50,0.4280245304107666,0.1442377888120583
ZTF18aaacxfc,EB/EW,0.251771,LINEAR,50,50,0.4130234718322754,0.14407247617984095
ZTF19acaxkgh,EB/EW,0.331454,CRTSnorth,50,50,0.5660324096679688,0.16573440392324065
ZTF17aabwiij,EB/EW,0.275372,CRTSnorth,50,50,0.7430424690246582,0.13768442825634997
ZTF17aabwniz,EB/EW,0.247072,CRTSnorth,50,50,0.6710383892059326,0.09903347552360194
ZTF17aaczhem,EB/EW,0.9086543,ASASSN,50,50,0.6320362091064453,0.45428034942425044
ZTF17aabvaju,EB/EW,0.350138,CRTSnorth,50,50,0.5710330009460449,0.14891745768766862
ZTF18aaxyunj,EB/EW,0.5667796,ASASSN,50,50,0.5170295238494873,0.2834031382771247
ZTF18absgqvs,EB/EW,0.23413,CRTSnorth,50,50,0.5200297832489014,0.11706617261790207
ZTF18acvgznt,EB/EW,0.280098,CRTSnorth,50,50,0.6440370082855225,0.14004788692553752
ZTF18adbjcze,EB/EW,0.37192,CRTSnorth,50,50,0.718040943145752,0.18596140146842172
ZTF18abnzsoi,EB/EW,0.345872,CRTSnorth,50,50,0.6550374031066895,0.2090870755671427
ZTF18accvedz,EB/EW,0.355476,ASASSN,50,50,0.7780447006225586,0.17773920855946446
ZTF18aaaegrh,EB/EW,0.868741,CRTSnorth,50,50,0.7300419807434082,0.43437569382781516
ZTF19aackslb,EB/EW,0.3537,CRTSnorth,50,50,0.718041181564331,0.1768519580979651
ZTF18abuckoc,EB/EW,0.2850954,ASASSN,50,50,0.6300361156463623,0.16630993036260708
ZTF18aabjrrv,EB/EW,0.253374,LINEAR,50,50,0.6700384616851807,0.12668638044711103
ZTF17aaatrrb,EB/EW,0.434402,CRTSnorth,50,50,0.7640438079833984,0.2172026755123335
ZTF18aakygjd,EB/EW,0.300534,LINEAR,50,50,0.7640438079833984,0.1502704173541437
