oid,classALeRCE,period,source,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time,MHAOV_T
ZTF18abdeajl,EB/EW,0.270497,CRTSnorth,10,10,0.24001336097717285,15.27854344538408
ZTF17aacdvtd,EB/EW,0.29551,CRTSnorth,10,10,0.20801186561584473,0.14775370202330135
ZTF18abcilbv,EB/EW,0.290765,CRTSnorth,10,10,0.19201111793518066,0.4658999614625285
ZTF17aabtlbu,EB/EW,0.35874,CRTSnorth,10,10,0.19301104545593262,8.151637568289322
ZTF19aamnvdx,EB/EW,0.356434,CRTSnorth,10,10,0.19201111793518066,0.11783454959391554
ZTF17aaahiqe,EB/EW,0.246995,CRTSnorth,10,10,0.19701123237609863,0.09901025103547625
ZTF17aaajrrz,EB/EW,0.472698,CRTSnorth,10,10,0.20101141929626465,0.14293167382664557
ZTF18aagrlge,EB/EW,0.350049,CRTSnorth,10,10,0.22301244735717773,0.17502686430751568
ZTF17aacxrxj,EB/EW,0.290429,CRTSnorth,10,10,0.19601130485534668,0.14521858094791382
ZTF19aaesgaz,EB/EW,0.284732,CRTSnorth,10,10,0.17300987243652344,0.19915082937124973
ZTF18aajuyqt,EB/EW,0.257875,CRTSnorth,10,10,0.18101024627685547,0.20489522406328875
ZTF17aadgqqw,EB/EW,0.353393,CRTSnorth,10,10,0.17701005935668945,0.1766953035390166
ZTF17aaaxfed,EB/EW,0.339672,CRTSnorth,10,10,0.18201065063476562,1.20282587719318
ZTF17aaagwgf,EB/EW,0.359827,CRTSnorth,10,10,0.19701123237609863,0.6784030814615956
ZTF18abodrtv,EB/EW,0.344404,CRTSnorth,10,10,0.2240128517150879,0.17220319700040174
ZTF18acbvqwx,EB/EW,0.51168,CRTSnorth,10,10,0.21901249885559082,1.2030453833388897
ZTF18aaaeahe,EB/EW,0.293562,CRTSnorth,10,10,0.22001266479492188,0.17210896643405307
ZTF18adakwwa,EB/EW,0.680986,CRTSnorth,10,10,0.22701311111450195,0.34049143050708663
ZTF18adbaghq,EB/EW,0.3552753,CRTSnorth,10,10,0.22001242637634277,0.21612969497263174
ZTF18aaadsey,EB/EW,0.232682,CRTSnorth,10,10,0.22001266479492188,0.103906831626498
ZTF18acckyvq,EB/EW,0.397136,CRTSnorth,10,10,0.22201275825500488,0.16558759633691467
ZTF18aaacdou,EB/EW,0.23151,CRTSnorth,10,10,0.21601247787475586,0.07594367727383523
ZTF18abcstxs,EB/EW,0.266132,CRTSnorth,10,10,0.20501184463500977,0.42051736536331746
ZTF18abcupjf,EB/EW,0.416778,CRTSnorth,10,10,0.23301315307617188,1.2765392282062105
ZTF17aaaduyn,EB/EW,0.372858,CRTSnorth,10,10,0.19001078605651855,2.359904807471432
ZTF18aaadsjh,EB/EW,0.63636,ASASSN,10,10,0.19601130485534668,0.31818995050853277
ZTF17aaapnrf,EB/EW,0.358335,CRTSnorth,10,10,0.1870105266571045,0.2183891076175145
ZTF18aajdkhu,EB/EW,0.309511,CRTSnorth,10,10,0.17300987243652344,0.3094950756668057
ZTF18aaavust,EB/EW,0.613267,CRTSnorth,10,10,0.17100977897644043,0.44274282061867615
ZTF17aaatmpt,EB/EW,0.2839813,ASASSN,10,10,0.19601106643676758,0.5579584875487914
ZTF18acrygcx,EB/EW,0.287204,CRTSnorth,10,10,0.1780099868774414,0.16017519864038654
ZTF17aaaxdid,EB/EW,0.245057,CRTSnorth,10,10,0.16600942611694336,20.43395560664096
ZTF19acauaig,EB/EW,0.395502,CRTSnorth,10,10,0.16600942611694336,0.16882559527519983
ZTF18aabisxg,EB/EW,0.43629,CRTSnorth,10,10,0.1610095500946045,0.3359865186139261
ZTF18abumyvd,EB/EW,0.264226,CRTSnorth,10,10,0.1610093116760254,0.13211572451648979
ZTF18aagwxlb,EB/EW,0.297014,CRTSnorth,10,10,0.1760101318359375,0.27879475909161006
ZTF18abbxkof,EB/EW,0.5455989,ASASSN,10,10,0.14400815963745117,0.7502273755037291
ZTF18aaimtnm,EB/EW,0.28334,CRTSnorth,10,10,0.15300846099853516,0.14167062333551958
ZTF18aaavsbv,EB/EW,0.341473,CRTSnorth,10,10,0.1540088653564453,0.20600368926985715
ZTF18aabfwhb,EB/EW,0.37964,ASASSN,10,10,0.14400815963745117,0.18983020322710234
ZTF17aaaekpc,EB/EW,0.259252,CRTSnorth,10,10,0.1480083465576172,0.32877035475901817
ZTF17aabxkcv,EB/EW,0.268038,CRTSnorth,10,10,0.15100836753845215,3.7751208113378674
ZTF19abqkmem,EB/EW,0.3860825,ASASSN,10,10,0.15100836753845215,0.24161129876573526
ZTF17aaadxlq,EB/EW,0.762123,CRTSnorth,10,10,0.1410079002380371,0.38106202666695155
ZTF18aawalmh,EB/EW,0.6720269,ASASSN,10,10,0.14600825309753418,0.33601283169175844
ZTF18abdeisb,EB/EW,0.400962,CRTSnorth,10,10,0.13400769233703613,0.05293018356474378
ZTF17aabggji,EB/EW,0.34633,ASASSN,10,10,0.1390078067779541,0.14754204250459263
ZTF18abceilm,EB/EW,0.316516,CRTSnorth,10,10,0.14400815963745117,0.2418569948971667
ZTF18aaadskw,EB/EW,0.305082,CRTSnorth,10,10,0.1410081386566162,0.28733781990363677
ZTF17aacwwlr,EB/EW,0.426053,CRTSnorth,10,10,0.1390078067779541,0.7475532282714067
ZTF18aaavyjj,EB/EW,0.25172,CRTSnorth,10,10,0.13800787925720215,0.4249244632212053
ZTF17aaafibe,EB/EW,0.3669635,ASASSN,10,10,0.1390078067779541,1.9310339848440221
ZTF18acpvmit,EB/EW,1.2628808,ASASSN,10,10,0.1370077133178711,15.457591606480811
ZTF18acrukkj,EB/EW,0.428888,ASASSN,10,10,0.13800811767578125,0.27318405402429535
ZTF18aaorzrx,EB/EW,0.373506,CRTSsouth,10,10,0.14500856399536133,0.18675313605607302
ZTF18aagrmww,EB/EW,0.2918,CRTSnorth,10,10,0.13800787925720215,2.308016132526542
ZTF18aabtvpy,EB/EW,0.410646,CRTSnorth,10,10,0.1370079517364502,3.829029724705732
ZTF18acnaivd,EB/EW,0.566458,CRTSnorth,10,10,0.13800787925720215,0.2832407105094039
ZTF18abadnca,EB/EW,0.9554343,ASASSN,10,10,0.13800787925720215,0.412065202613983
ZTF18abmohes,EB/EW,0.339066,ASASSN,10,10,0.14000821113586426,1.8689388791400356
ZTF18acueidj,EB/EW,0.40218,CRTSnorth,10,10,0.1480085849761963,0.20117505753969464
ZTF18aajaeui,EB/EW,0.2771871,ASASSN,10,10,0.14200806617736816,0.12168295627705905
ZTF18abcruof,EB/EW,0.306961,ASASSN,10,10,0.1370079517364502,0.09058762620142105
ZTF18aaaeheg,EB/EW,0.335633,ASASSN,10,10,0.1370079517364502,0.1678165440608146
ZTF18aajbhlq,EB/EW,0.476077,CRTSnorth,10,10,0.13300776481628418,0.23804204736873485
ZTF18acrcuvj,EB/EW,0.37643,CRTSnorth,10,10,0.12900733947753906,0.377680322950051
ZTF17aaanqdk,EB/EW,0.3183939,ASASSN,10,10,0.1240072250366211,0.8599736542178364
ZTF18abmjpbp,EB/EW,0.314732,CRTSnorth,10,10,0.12300729751586914,0.4835801100568119
ZTF17aaabmpl,EB/EW,0.38524,CRTSnorth,10,10,0.12300705909729004,0.4134853051900944
ZTF18aaaarlb,EB/EW,0.340916,CRTSnorth,10,10,0.12000656127929688,0.4242936336903608
ZTF18acuwuzy,EB/EW,0.33386,ASASSN,10,10,0.12500715255737305,0.08179986244819284
ZTF18abtdxvi,EB/EW,0.296442,CRTSnorth,10,10,0.11500668525695801,0.24053053101697583
ZTF18aaakpmo,EB/EW,0.263112,CRTSnorth,10,10,0.1150064468383789,0.15154875543662938
ZTF18abtfecu,EB/EW,0.24355,CRTSnorth,10,10,0.11600685119628906,0.3662411955902835
ZTF18abppqvr,EB/EW,0.274892,CRTSnorth,10,10,0.11600661277770996,2.558899760470268
ZTF18acrwlzp,EB/EW,0.422706,CRTSnorth,10,10,0.1150064468383789,8.256844770800729
ZTF18aaaemjr,EB/EW,0.530351,CRTSnorth,10,10,0.1150064468383789,0.26517928327269275
ZTF18acevxjm,EB/EW,0.288476,CRTSnorth,10,10,0.11700654029846191,0.28847089612890386
ZTF18aaacxfc,EB/EW,0.251771,LINEAR,10,10,0.11600685119628906,0.6622081318694714
ZTF19acaxkgh,EB/EW,0.331454,CRTSnorth,10,10,0.11700654029846191,0.14209220142361872
ZTF17aabwiij,EB/EW,0.275372,CRTSnorth,10,10,0.11600661277770996,0.7729342774708086
ZTF17aabwniz,EB/EW,0.247072,CRTSnorth,10,10,0.11700677871704102,0.8194048720360113
ZTF17aaczhem,EB/EW,0.9086543,ASASSN,10,10,0.11500668525695801,2.232518372895199
ZTF17aabvaju,EB/EW,0.350138,CRTSnorth,10,10,0.11600685119628906,0.2294825394503314
ZTF18aaxyunj,EB/EW,0.5667796,ASASSN,10,10,0.1150064468383789,0.2834031382771247
ZTF18absgqvs,EB/EW,0.23413,CRTSnorth,10,10,0.11800670623779297,0.13263326343547174
ZTF18acvgznt,EB/EW,0.280098,CRTSnorth,10,10,0.11500668525695801,67.67396380169869
ZTF18adbjcze,EB/EW,0.37192,CRTSnorth,10,10,0.11600661277770996,0.22858110592763625
ZTF18abnzsoi,EB/EW,0.345872,CRTSnorth,10,10,0.11600685119628906,0.7413634228995608
ZTF18accvedz,EB/EW,0.355476,ASASSN,10,10,0.11800670623779297,0.17773920855946446
ZTF18aaaegrh,EB/EW,0.868741,CRTSnorth,10,10,0.11700677871704102,0.43437569382781516
ZTF19aackslb,EB/EW,0.3537,CRTSnorth,10,10,0.13800811767578125,0.1768519580979651
ZTF18abuckoc,EB/EW,0.2850954,ASASSN,10,10,0.13200736045837402,0.6930043348858765
ZTF18aabjrrv,EB/EW,0.253374,LINEAR,10,10,0.14600825309753418,4.623664026838051
ZTF17aaatrrb,EB/EW,0.434402,CRTSnorth,10,10,0.11700677871704102,0.21720836340753172
ZTF18aakygjd,EB/EW,0.300534,LINEAR,10,10,0.11700654029846191,0.1502665190700079
ZTF17aaasqio,EB/EW,0.31744,ASASSN,10,10,0.11700654029846191,0.44824657512310234
ZTF18aaadlnt,EB/EW,0.339236,CRTSnorth,10,10,0.1240072250366211,0.34785608141974445
ZTF18abaxitk,EB/EW,0.58709,ASASSN,10,10,0.12400698661804199,0.5956505200603707
ZTF18aainbud,EB/EW,0.4221295,CRTSnorth,10,10,0.11700677871704102,0.2110637137524256
