,oid,classALeRCE,period,source,LKSL_samples_g,LKSL_samples_r,LKSL_time_g,LKSL_time_r,LKSL_T_g,LKSL_T_r,PDM1_samples_g,PDM1_samples_r,PDM1_time_g,PDM1_time_r,PDM1_T_g,PDM1_T_r,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time_g,MHAOV_time_r,MHAOV_T_g,MHAOV_T_r,QME_samples_g,QME_samples_r,QME_time_g,QME_time_r,QME_T_g,QME_T_r,QMICS_samples_g,QMICS_samples_r,QMICS_time_g,QMICS_time_r,QMICS_T_g,QMICS_T_r,QMIEU_samples_g,QMIEU_samples_r,QMIEU_time_g,QMIEU_time_r,QMIEU_T_g,QMIEU_T_r
42,ZTF18aajoeyl,RRL,0.5802422,CRTSnorth,60,60,0.37302112579345703,0.3580203056335449,0.5802501967231649,0.5802501967231649,60,60,0.241013765335083,0.239013671875,2.321167738712929,0.5802501967231649,60,60,0.3040173053741455,0.4560260772705078,0.5803107032872556,0.5802804484279366,60,60,2.8141610622406006,2.6921541690826416,0.5802804484279366,0.5802804484279366,60,60,2.760157585144043,2.6761531829833984,0.5802804484279366,0.5802804484279366,60,60,2.6851534843444824,2.8141610622406006,0.5802804484279366,0.5802804484279366
43,ZTF17aacrgsd,RRL,0.560917,GAIADR2VS,60,60,0.4590263366699219,0.4670267105102539,0.5609185170704322,1.6826725932386553,60,60,0.359020471572876,0.3580207824707031,0.5609185170704322,0.5609185170704322,60,60,0.4560258388519287,0.4610261917114258,0.5609185170704322,1.2855544444562175,60,60,2.744156837463379,2.5671467781066895,0.5609185170704322,0.5609185170704322,60,60,2.863163709640503,2.7761590480804443,0.5609185170704322,0.5609185170704322,60,60,2.5751471519470215,2.4531404972076416,0.5609185170704322,0.5609185170704322
44,ZTF18acawqzj,RRL,0.567045,LINEAR,60,60,0.3190181255340576,0.30101728439331055,0.5670630942706173,0.5670335393288225,60,60,0.20701169967651367,0.2040116786956787,0.5670630942706173,0.5670335393288225,60,60,0.2630147933959961,0.2590148448944092,0.5670630942706173,0.5670630942706173,60,60,1.3880794048309326,1.1190638542175293,0.5670630942706173,0.5670630942706173,60,60,1.1360650062561035,1.1240642070770264,0.5670630942706173,0.5670335393288225,60,60,1.1380648612976074,1.1250643730163574,0.5670630942706173,0.5670335393288225
45,ZTF18aabexqd,RRL,0.567995,LINEAR,60,60,0.20601201057434082,0.19501113891601562,0.5679950051546172,0.5679802703454857,60,60,0.14200806617736816,0.14000797271728516,0.5679950051546172,0.5679950051546172,60,60,0.1780099868774414,0.1740102767944336,0.5679950051546172,0.5679653970127941,60,60,1.1530661582946777,1.1250643730163574,0.5679950051546172,0.5679950051546172,60,60,1.1220641136169434,1.1290647983551025,0.5679950051546172,0.5679950051546172,60,60,1.1370649337768555,1.1380653381347656,0.5679950051546172,0.5679950051546172
46,ZTF18aaadcqn,RRL,0.589604,LINEAR,60,60,0.19701123237609863,0.19501113891601562,1.1791721193605762,1.179233593027191,60,60,0.14000821113586426,0.13800811767578125,0.589610977896714,1.179233593027191,60,60,0.19601130485534668,0.17901015281677246,0.5895802365590771,0.2703506634829903,60,60,1.1520659923553467,1.1230640411376953,0.5895802365590771,0.5896263459802152,60,60,1.1500656604766846,1.184067726135254,0.5895802365590771,0.5896263459802152,60,60,1.2220699787139893,1.195068359375,0.5895802365590771,0.5896263459802152
47,ZTF17aacngbo,RRL,0.4691487,GAIADR2VS,60,60,0.21801233291625977,0.2110121250152588,0.46915361747387463,0.4691413320509463,60,60,0.17100977897644043,0.1390080451965332,0.46915361747387463,0.4691413320509463,60,60,0.18201017379760742,0.17701005935668945,0.46915361747387463,0.4691168781755873,60,60,1.1720669269561768,1.1530661582946777,0.46915361747387463,0.4691413320509463,60,60,1.1690669059753418,1.1310646533966064,0.46915361747387463,0.46915361747387463,60,60,1.1670668125152588,1.1290643215179443,0.46915361747387463,0.46915361747387463
48,ZTF18abmquda,RRL,0.5358357,GAIADR2VS,60,60,0.20101141929626465,0.19501113891601562,1.1583964402170592,1.0716873679928565,60,60,0.13600778579711914,0.14000797271728516,0.5358663308495364,1.0716595665004618,60,60,0.18501067161560059,0.17901039123535156,0.5358383916685807,1.1581549282993948,60,60,1.1260643005371094,1.1330649852752686,0.5358383916685807,0.5358383916685807,60,60,1.1440651416778564,1.1280643939971924,0.5358663308495364,0.5358383916685807,60,60,1.1450653076171875,1.1330645084381104,0.5358383916685807,0.5358383916685807
49,ZTF18aaijuuz,RRL,0.4696396,GAIADR2VS,60,60,0.20501184463500977,0.20101165771484375,0.46965518610988616,0.9393196648456944,60,60,0.14400815963745117,0.14000797271728516,0.46965518610988616,0.4696307028976493,60,60,0.18101000785827637,0.18501043319702148,0.46965518610988616,0.46965518610988616,60,60,1.1290645599365234,1.1270644664764404,0.46965518610988616,0.46965518610988616,60,60,1.1340649127960205,1.1390650272369385,0.46965518610988616,0.46965518610988616,60,60,1.1270642280578613,1.1260643005371094,0.46965518610988616,0.46965518610988616
50,ZTF18aabdakt,RRL,0.602346,LINEAR,60,60,0.2040114402770996,0.1910109519958496,1.2047398228380308,2.9204098388521054,60,60,0.14500832557678223,0.13500761985778809,1.806955656511727,5.840725843033025,60,60,0.18801069259643555,0.18001031875610352,0.6023482521773551,2.9205621121125156,60,60,1.1400649547576904,1.0990629196166992,0.6023168598333386,0.6023168598333386,60,60,1.1290647983551025,1.1050634384155273,0.6023168598333386,0.6023325672405985,60,60,1.1300644874572754,1.1010630130767822,0.6023168598333386,0.6023168598333386
51,ZTF17aabtxvx,RRL,0.545028,LINEAR,60,60,0.19701147079467773,0.2000114917755127,1.201979705772146,0.5450080374844569,60,60,0.14300823211669922,0.1410079002380371,2.4037327366557757,0.5450080374844569,60,60,0.1780099868774414,0.17501020431518555,0.5450080374844569,0.5450364444122809,60,60,1.1300642490386963,1.2490713596343994,0.5450364444122809,0.5450364444122809,60,60,1.1290647983551025,1.1320643424987793,0.5450364444122809,0.5450364444122809,60,60,1.1340649127960205,1.1300647258758545,0.5450364444122809,0.5450364444122809
52,ZTF18abcmtga,RRL,0.4433315,ASASSN,60,60,0.19601106643676758,0.19601130485534668,0.798261078561471,0.8866721646701244,60,60,0.14600825309753418,0.14000797271728516,1.773315839985804,1.7732694033086294,60,60,0.18401050567626953,0.17701005935668945,0.4433432481748357,0.4433201414270554,60,60,1.3690781593322754,1.3990800380706787,0.4433432481748357,0.4433432481748357,60,60,1.449082851409912,1.4670841693878174,0.4433432481748357,0.4433432481748357,60,60,2.7861592769622803,2.0831191539764404,0.4433432481748357,0.4433432481748357
53,ZTF18aavjnkj,RRL,0.489208,LINEAR,60,60,0.3170180320739746,0.3760216236114502,1.4676692821320125,0.9784019708234305,60,60,0.361020565032959,0.346019983291626,0.9784529804184923,0.24460202843256507,60,60,0.4060232639312744,0.3780217170715332,0.960312259078125,0.24460202843256507,60,60,2.4781417846679688,2.2261273860931396,0.4891961577454595,0.24460202843256507,60,60,1.7360994815826416,1.7591006755828857,0.4891961577454595,0.24460202843256507,60,60,2.372136116027832,1.8181040287017822,0.4891961577454595,0.24460202843256507
54,ZTF18acvwamj,RRL,0.778552,LINEAR,60,60,0.2930164337158203,0.2890167236328125,0.7785349395890748,0.7785349395890748,60,60,0.20501160621643066,0.19601130485534668,3.551013769045604,1.5571258979262004,60,60,0.24401426315307617,0.241013765335083,3.5497183691628025,0.7785349395890748,60,60,1.8171038627624512,2.277130365371704,0.7785755205293475,0.7785349395890748,60,60,1.9931137561798096,2.616149425506592,0.7785755205293475,0.7785349395890748,60,60,2.134121894836426,1.7621006965637207,0.7785755205293475,0.7785349395890748
55,ZTF17aaatqrn,RRL,0.6100376,ASASSN,60,60,0.2950170040130615,0.2890164852142334,0.6100428083638334,0.6100428083638334,60,60,0.20601177215576172,0.2040114402770996,0.6100110050608154,0.610074614983194,60,60,0.2610151767730713,0.25301456451416016,0.6100110050608154,0.6100428083638334,60,60,2.169124126434326,2.04211688041687,0.6100110050608154,0.6100428083638334,60,60,2.1011202335357666,2.6001486778259277,0.6100110050608154,0.6100428083638334,60,60,2.066118001937866,2.7881593704223633,0.6100110050608154,0.6100428083638334
56,ZTF18abkeqvd,RRL,0.7510501,CRTSnorth,60,60,0.5190293788909912,0.4740273952484131,0.7510882616498653,0.7510491052378054,60,60,0.3220183849334717,0.2910168170928955,0.7511274221450257,3.0042559359201513,60,60,0.3850224018096924,0.4650266170501709,0.7510491052378054,0.7510882616498653,60,60,2.747157096862793,2.1111209392547607,0.7510491052378054,0.7510882616498653,60,60,1.921109676361084,1.5880908966064453,0.7510882616498653,0.7510882616498653,60,60,1.4810845851898193,1.0790619850158691,0.7510882616498653,0.7510882616498653
57,ZTF18abslcdd,RRL,0.5877687,ASASSN,60,60,0.2000112533569336,0.19901132583618164,0.5877697006325132,0.5877390600886577,60,60,0.14300823211669922,0.1410079002380371,0.5877238130833302,0.5877390600886577,60,60,0.1740097999572754,0.18301033973693848,0.5877390600886577,0.5877697006325132,60,60,1.1420655250549316,1.1180641651153564,0.5877390600886577,0.5877390600886577,60,60,1.1290647983551025,1.1320645809173584,0.5877390600886577,0.5877390600886577,60,60,1.1320648193359375,1.1150639057159424,0.5877390600886577,0.5877238130833302
58,ZTF18abtunrc,RRL,0.605785,CRTSnorth,60,60,0.19401097297668457,0.19001078605651855,0.6057963439441508,0.6057963439441508,60,60,0.14000797271728516,0.13600754737854004,0.6057647636680253,0.6057647636680253,60,60,0.19001078605651855,0.17701005935668945,0.6057647636680253,0.6057963439441508,60,60,1.1650664806365967,1.188068151473999,0.6057490490436183,0.6057963439441508,60,60,1.1420652866363525,1.1020629405975342,0.6057647636680253,0.6057963439441508,60,60,1.1410651206970215,1.078061580657959,0.6057647636680253,0.6057963439441508
59,ZTF18aabppxp,RRL,0.529831,LINEAR,60,60,0.19901156425476074,0.19901132583618164,1.0596604237931466,1.0596604237931466,60,60,0.14400815963745117,0.1350078582763672,1.0597156727286132,0.28919364252933666,60,60,0.17900991439819336,0.2020118236541748,0.5298387844184744,0.7622905277962396,60,60,1.1400654315948486,1.1290645599365234,0.5298111710215174,0.5298387844184744,60,60,1.1400649547576904,1.1250646114349365,0.5298111710215174,0.5298387844184744,60,60,1.1340649127960205,1.1260645389556885,0.5298111710215174,0.5298387844184744
60,ZTF18acvvyjh,RRL,0.513757,CRTSnorth,60,60,0.19801115989685059,0.19601130485534668,1.027512008349999,1.027512008349999,60,60,0.14300823211669922,0.13600778579711914,1.0274853528456618,1.0597156727286132,60,60,0.1760098934173584,0.17500996589660645,0.5137777175162358,1.0596604237931466,60,60,1.1220641136169434,1.1280643939971924,0.5137643333709009,1.0596604237931466,60,60,1.1330649852752686,1.1240642070770264,0.5137777175162358,1.0597156727286132,60,60,1.1340646743774414,1.1200642585754395,0.5137777175162358,1.0597156727286132
61,ZTF18aagrdwn,RRL,0.3586966,CRTSnorth,60,60,0.1980113983154297,0.19401121139526367,1.5300102393416584,13.78058118884971,60,60,0.13800811767578125,0.1390080451965332,0.6264951388035189,0.35868357415775987,60,60,0.19001078605651855,0.18101024627685547,0.11761669645543833,0.35868357415775987,60,60,1.0900623798370361,1.1290645599365234,0.28059540483334466,0.35868357415775987,60,60,1.078061580657959,1.1220643520355225,0.10442267933678799,0.35868357415775987,60,60,1.0900623798370361,1.1280646324157715,0.2806100330865803,0.35868357415775987
62,ZTF18acqwuws,RRL,0.420527,CRTSnorth,60,60,0.19701099395751953,0.19601106643676758,0.59156591621423,0.42051736536331746,60,60,0.14500832557678223,0.1370077133178711,0.59156591621423,0.22812875879478378,60,60,0.18401050567626953,0.1740100383758545,0.22812875879478378,0.22812875879478378,60,60,1.1390652656555176,1.1030628681182861,0.22812875879478378,0.2281406518094109,60,60,1.1320648193359375,1.094062328338623,0.22812875879478378,0.2281406518094109,60,60,1.1340649127960205,1.089062213897705,0.22812875879478378,0.2281406518094109
63,ZTF18aatijwe,RRL,0.350698,CRTSnorth,60,60,0.20101141929626465,0.18001031875610352,0.701381572017395,0.3506781362850479,60,60,0.14400839805603027,0.13000726699829102,0.701363205390931,0.3506781362850479,60,60,0.18401074409484863,0.16800951957702637,0.3506964200609502,0.3506781362850479,60,60,1.4740841388702393,1.210069179534912,0.20600368926985715,0.3506964200609502,60,60,1.4500830173492432,1.2070691585540771,0.20600368926985715,0.3506964200609502,60,60,1.4650840759277344,1.21506929397583,0.20600368926985715,0.3506964200609502
64,ZTF18abjgdco,RRL,0.5931031,GAIADR2VS,60,60,0.2560145854949951,0.25101447105407715,1.1862622728711791,0.5931252831375425,60,60,0.17900991439819336,0.1780104637145996,0.5931098319517073,0.5931252831375425,60,60,0.23301315307617188,0.23101305961608887,0.5931407428206554,0.5931252831375425,60,60,1.4100806713104248,1.4090807437896729,0.5931252831375425,0.593094358569864,60,60,1.4120805263519287,1.410080909729004,0.5931252831375425,0.593094358569864,60,60,1.4130806922912598,1.8471055030822754,0.5931252831375425,0.593094358569864
65,ZTF17aaajljj,RRL,0.481603,LINEAR,60,60,0.46202635765075684,0.42902445793151855,0.481592736227912,0.48161784043817046,60,60,0.2890164852142334,0.2670152187347412,0.48161784043817046,0.48161784043817046,60,60,0.3350193500518799,0.33101892471313477,0.481592736227912,0.48161784043817046,60,60,1.7771015167236328,1.5190870761871338,0.481592736227912,0.48161784043817046,60,60,2.277130365371704,2.251128673553467,0.481592736227912,0.481592736227912,60,60,2.5561461448669434,2.118121385574341,0.481592736227912,0.48161784043817046
66,ZTF17aacnrqt,RRL,0.321631,CRTSnorth,60,60,0.32301855087280273,0.31201791763305664,0.4747257734157929,0.48638636087664877,60,60,0.20901203155517578,0.2040114402770996,0.4747505196686627,1.286526643712218,60,60,0.26201510429382324,0.25701451301574707,0.4747257734157929,0.24319077454463642,60,60,2.016115188598633,2.532144546508789,0.4747505196686627,0.32162526312557,60,60,1.914109468460083,1.560089111328125,0.24320345344686906,0.3216420268886847,60,60,1.4520831108093262,1.2160694599151611,0.24320345344686906,0.32162526312557
67,ZTF18abcoxir,RRL,0.5142523,GAIADR2VS,60,60,0.19801115989685059,0.19301104545593262,1.028530209512491,1.028530209512491,60,60,0.1370079517364502,0.1370079517364502,1.028476594836242,1.028530209512491,60,60,0.18401050567626953,0.1780102252960205,0.5142600255519623,0.5142868396140667,60,60,1.1330647468566895,1.1160640716552734,0.5142600255519623,0.5142600255519623,60,60,1.1350648403167725,1.1170639991760254,0.5142600255519623,0.5142600255519623,60,60,1.1220643520355225,1.1160635948181152,0.5142600255519623,0.5142600255519623
68,ZTF18acrjptm,RRL,0.404516,ASASSN,60,60,0.20501184463500977,0.19601082801818848,0.404509715366822,4.260546562027664,60,60,0.1410081386566162,0.13400769233703613,0.40453079923622987,0.680599218799301,60,60,0.18001031875610352,0.18101024627685547,0.40453079923622987,0.6806347041127786,60,60,1.1290645599365234,1.1030631065368652,0.40453079923622987,0.404509715366822,60,60,1.1320645809173584,1.104062795639038,0.404509715366822,0.404509715366822,60,60,1.1290645599365234,1.1150636672973633,0.40453079923622987,0.404509715366822
69,ZTF18abtecdv,RRL,0.3492836,CRTSnorth,60,60,0.2020115852355957,0.2000112533569336,0.5375870192684494,1.6125134379958324,60,60,0.14300847053527832,0.13500761985778809,0.5376150437797884,0.5375309790099388,60,60,0.1760101318359375,0.17701005935668945,0.34930978266764223,0.3492915711849426,60,60,1.1350648403167725,1.1190640926361084,0.34930978266764223,0.3492733616010778,60,60,1.1300647258758545,1.1150639057159424,0.34930978266764223,0.4699123260770884,60,60,1.1190640926361084,1.1480658054351807,0.34930978266764223,0.4699123260770884
70,ZTF18aaaepah,RRL,0.346821,CRTSnorth,60,60,0.18001031875610352,0.20301151275634766,0.34682401561831877,0.3468330979127629,60,60,0.13200759887695312,0.14300847053527832,0.3468330979127629,0.34682401561831877,60,60,0.18501067161560059,0.18601083755493164,0.34682401561831877,0.34682401561831877,60,60,0.9590549468994141,1.5040860176086426,0.34682401561831877,0.34682401561831877,60,60,0.957054615020752,1.5080859661102295,0.34682401561831877,0.34682401561831877,60,60,0.950054407119751,1.6560945510864258,0.34682401561831877,0.34682401561831877
71,ZTF18abdfhao,RRL,0.5334300000000001,LINEAR,60,60,0.1980113983154297,0.2000112533569336,0.5334276541454499,0.5334276541454499,60,60,0.14000797271728516,0.13800811767578125,0.5334276541454499,1.0668658540249283,60,60,0.1760098934173584,0.17901015281677246,0.5334276541454499,0.5334554661778504,60,60,1.1290643215179443,1.1240642070770264,0.5334276541454499,0.5334276541454499,60,60,1.201068639755249,1.184067726135254,0.5334276541454499,0.5334276541454499,60,60,1.1390650272369385,1.1500658988952637,0.5334276541454499,0.5334276541454499
72,ZTF18aaaolze,RRL,0.672046,LINEAR,60,60,0.20101141929626465,0.19901132583618164,0.6720497514078871,0.6720497514078871,60,60,0.14400815963745117,0.13600802421569824,0.6720497514078871,1.3441478595224388,60,60,0.1760103702545166,0.18001031875610352,0.6720497514078871,0.6720147246331125,60,60,1.1360647678375244,1.5760900974273682,0.6720497514078871,0.6720497514078871,60,60,2.7831592559814453,2.3371336460113525,0.6720497514078871,0.6720497514078871,60,60,2.647151470184326,3.251185894012451,0.6720497514078871,0.6720497514078871
73,ZTF18aazhivr,RRL,0.617413,LINEAR,60,60,0.5100290775299072,0.5110292434692383,1.2348142485429487,1.2348142485429487,60,60,0.36402106285095215,0.358020544052124,0.6174171238317971,0.7626085837954837,60,60,0.4610261917114258,0.4350249767303467,0.6174171238317971,0.6173688411416245,60,60,2.7651584148406982,2.9451684951782227,0.6174171238317971,0.6174171238317971,60,60,2.481142044067383,2.8061606884002686,0.6174171238317971,0.6174171238317971,60,60,2.6481516361236572,1.807103157043457,0.6174171238317971,0.6174171238317971
74,ZTF18aczunfa,RRL,0.6583115,GAIADR2VS,60,60,0.27301549911499023,0.25301456451416016,0.6583017448539799,0.658353142896771,60,60,0.18001031875610352,0.17901015281677246,0.6583017448539799,0.6583188228249374,60,60,0.228013277053833,0.22701311111450195,0.6583017448539799,0.658353142896771,60,60,2.2451283931732178,2.75215744972229,0.6582845063311406,0.658353142896771,60,60,1.7781014442443848,1.5390880107879639,0.3965239632975492,0.6583188228249374,60,60,1.1380648612976074,1.1300644874572754,0.6582845063311406,0.6583188228249374
75,ZTF17aackird,RRL,0.555261,LINEAR,60,60,0.20301151275634766,0.19701123237609863,0.5552600659813541,0.5552600659813541,60,60,0.14400815963745117,0.1390080451965332,0.555289016319466,0.5552311186617727,60,60,0.18001031875610352,0.1870107650756836,0.555289016319466,0.5552311186617727,60,60,1.1320648193359375,1.1320648193359375,0.555289016319466,0.5552600659813541,60,60,1.1390652656555176,1.1270642280578613,0.555289016319466,0.5552600659813541,60,60,1.1440651416778564,1.1310646533966064,0.555289016319466,0.5552311186617727
76,ZTF18aakbatg,RRL,0.3066193,CRTSnorth,60,60,0.20601201057434082,0.19401097297668457,0.3066205534748245,0.3066205534748245,60,60,0.14400815963745117,0.14200830459594727,0.3066205534748245,0.3066045692883214,60,60,0.18501067161560059,0.1780102252960205,0.3066205534748245,0.3066205534748245,60,60,1.1300647258758545,1.1280646324157715,0.3066205534748245,0.3066205534748245,60,60,1.1450653076171875,1.1250643730163574,0.3066205534748245,0.3066045692883214,60,60,1.1310646533966064,1.1370651721954346,0.3066205534748245,0.3066045692883214
77,ZTF18aaqfzhw,RRL,0.6185729999999999,LINEAR,60,60,0.20101141929626465,0.2000117301940918,1.2371337201819903,1.2371661170524701,60,60,0.1410079002380371,0.1370079517364502,0.6186252505179214,0.3817778145894874,60,60,0.18301033973693848,0.17300987243652344,1.6289460135663445,0.2763062139627827,60,60,1.1420650482177734,1.1260645389556885,0.6185929964242736,0.6185929964242736,60,60,1.1460652351379395,1.2560718059539795,0.6185929964242736,0.6185929964242736,60,60,1.1380650997161865,1.1210639476776123,0.6185929964242736,0.6185929964242736
78,ZTF18aczunhn,RRL,0.623398,LINEAR,60,60,0.20501160621643066,0.19901132583618164,0.6234002547715046,0.6233839301914562,60,60,0.1410081386566162,0.14300823211669922,0.6234164273117252,0.6234002547715046,60,60,0.18001031875610352,0.17901015281677246,0.6234489278203326,0.6234002547715046,60,60,1.1290647983551025,1.1190640926361084,0.6234489278203326,0.6234164273117252,60,60,1.1480655670166016,1.1210641860961914,0.6234489278203326,0.6234002547715046,60,60,1.1510658264160156,1.2560720443725586,0.6234164273117252,0.6234002547715046
79,ZTF18abmfulw,RRL,0.2256393,ASASSN,60,60,0.2040116786956787,0.19701123237609863,0.2256450403146547,0.2256450403146547,60,60,0.14000797271728516,0.1390080451965332,0.2256450403146547,0.2256450403146547,60,60,0.18601059913635254,0.18001008033752441,0.2256450403146547,0.2256450403146547,60,60,1.1510658264160156,1.1240644454956055,0.2256450403146547,0.2256450403146547,60,60,1.1540660858154297,1.1230640411376953,0.2256450403146547,0.2256450403146547,60,60,1.1580660343170166,1.4500832557678223,0.2256450403146547,0.2256450403146547
80,ZTF18abuuqlj,RRL,0.3574444,CRTSnorth,60,60,0.26601529121398926,0.25301456451416016,0.35744232608649834,0.35744232608649834,60,60,0.18001031875610352,0.1780102252960205,0.35744232608649834,0.35744232608649834,60,60,0.4690268039703369,0.42002391815185547,0.35744232608649834,0.35744232608649834,60,60,2.3531346321105957,2.0041146278381348,0.35746095865014466,0.35746095865014466,60,60,2.1721243858337402,2.3141324520111084,0.35746095865014466,0.35746095865014466,60,60,2.3451342582702637,2.5531461238861084,0.35746095865014466,0.35746095865014466
81,ZTF17aaapiag,RRL,0.6207199,ASASSN,60,60,0.41402363777160645,0.3930222988128662,0.6207734779185379,1.2414622788233345,60,60,0.2630150318145752,0.25301432609558105,0.6207411118198795,0.6207734779185379,60,60,0.30701756477355957,0.29401683807373047,0.6207411118198795,0.6207411118198795,60,60,2.2311275005340576,2.732156276702881,0.6207411118198795,0.6207411118198795,60,60,2.8231611251831055,2.5751473903656006,0.6207411118198795,0.6207411118198795,60,60,2.4191384315490723,1.904109001159668,0.6207411118198795,0.6207734779185379
82,ZTF17aabvgbu,RRL,0.3316981,ASASSN,60,60,0.2700154781341553,0.47002720832824707,0.3316881481169662,0.33170543818050785,60,60,0.36002063751220703,0.33401942253112793,0.3316881481169662,0.3317141245641566,60,60,0.472027063369751,0.40302300453186035,0.3316881481169662,0.33170543818050785,60,60,2.3001315593719482,1.8861079216003418,0.3316881481169662,0.33170543818050785,60,60,1.5770902633666992,1.296074390411377,0.3316881481169662,0.33170543818050785,60,60,1.1390652656555176,1.1250643730163574,0.3316881481169662,0.33170543818050785
83,ZTF18acvwate,RRL,0.5233869999999999,LINEAR,60,60,0.2000112533569336,0.19601130485534668,0.5233740590569351,0.5233740590569351,60,60,0.139007568359375,0.14200806617736816,0.5234013412217895,0.5234013412217895,60,60,0.18201065063476562,0.17901039123535156,0.5234013412217895,0.5233740590569351,60,60,1.1240644454956055,1.1400651931762695,0.5234013412217895,0.5234013412217895,60,60,1.1310648918151855,1.1390650272369385,0.5234013412217895,0.5234013412217895,60,60,1.1280643939971924,1.1260645389556885,0.5234013412217895,0.5234013412217895
84,ZTF18aagrejo,RRL,0.31871,CRTSnorth,60,60,0.20101141929626465,0.19501137733459473,0.6374320383355307,0.31871286873010163,60,60,0.14300823211669922,0.13800787925720215,0.31871286873010163,0.6374320383355307,60,60,0.18001031875610352,0.1760101318359375,0.31871286873010163,0.31871286873010163,60,60,1.1390650272369385,1.2660722732543945,0.31871286873010163,0.31871286873010163,60,60,1.1410653591156006,1.2680723667144775,0.31871286873010163,0.31871286873010163,60,60,1.1330647468566895,1.2560715675354004,0.31871286873010163,0.31871286873010163
85,ZTF18aaswimr,RRL,0.573562,LINEAR,60,60,0.2000112533569336,0.19601130485534668,0.5735888485891307,0.5735888485891307,60,60,0.14300799369812012,0.14200806617736816,0.5735589519712795,0.364128136314451,60,60,0.18201041221618652,0.1760101318359375,0.5735589519712795,0.364128136314451,60,60,1.1410651206970215,1.1480658054351807,0.5735589519712795,0.5735589519712795,60,60,1.1320648193359375,1.1470656394958496,0.5735589519712795,0.573529058469811,60,60,1.1400651931762695,1.1270644664764404,0.5735589519712795,0.5735589519712795
86,ZTF18abobpkr,RRL,0.5688,GAIADR2VS,60,60,0.2040116786956787,0.19301080703735352,0.5687801851814068,0.5688098342526772,60,60,0.14300799369812012,0.14000797271728516,0.5688247296986809,0.5687801851814068,60,60,0.18601059913635254,0.17300987243652344,0.5688098342526772,0.5688247296986809,60,60,1.1400651931762695,1.1420652866363525,0.5687801851814068,0.5688098342526772,60,60,1.1350648403167725,1.1260643005371094,0.5687801851814068,0.5688098342526772,60,60,1.1380650997161865,1.1370651721954346,0.5687801851814068,0.5688098342526772
87,ZTF18aaannzt,RRL,0.6517470000000001,LINEAR,60,60,0.2020115852355957,0.1980113983154297,0.651762749263423,0.651762749263423,60,60,0.14300823211669922,0.13600778579711914,0.6517287780628107,0.6517287780628107,60,60,0.1870107650756836,0.1760101318359375,0.6517287780628107,0.651762749263423,60,60,1.1400649547576904,1.1240644454956055,0.6517287780628107,0.6517287780628107,60,60,1.1330649852752686,1.1190640926361084,0.6517287780628107,0.6517287780628107,60,60,1.1220643520355225,1.1480658054351807,0.6517287780628107,0.6517287780628107
88,ZTF18aaspmxa,RRL,0.390407,LINEAR,60,60,0.19801115989685059,0.19601106643676758,0.3904118433380173,0.3904219715841811,60,60,0.14700818061828613,0.13100719451904297,0.3904118433380173,0.3904118433380173,60,60,0.18401050567626953,0.1760101318359375,0.3904118433380173,0.3904219715841811,60,60,1.1230645179748535,1.0960626602172852,0.3904118433380173,0.3904219715841811,60,60,1.1260643005371094,1.0850622653961182,0.3904118433380173,0.3904423254152515,60,60,1.1330649852752686,1.0900623798370361,0.3904118433380173,0.3904423254152515
89,ZTF17aabwnpv,RRL,0.631851,LINEAR,60,60,0.20101141929626465,0.19501137733459473,0.631841072518209,0.631841072518209,60,60,0.14200830459594727,0.14200806617736816,0.6318740139453665,0.631841072518209,60,60,0.18201017379760742,0.17901015281677246,0.6318740139453665,0.631841072518209,60,60,1.1590659618377686,1.1250641345977783,0.631841072518209,0.631841072518209,60,60,1.1610662937164307,1.7591006755828857,0.631841072518209,0.631841072518209,60,60,2.251128911972046,1.697096824645996,0.631841072518209,0.631841072518209
90,ZTF18abdlbwj,RRL,0.669471,GAIADR2VS,60,60,0.27501559257507324,0.2610149383544922,0.6694622853071466,0.4005647877098702,60,60,0.18001008033752441,0.18101048469543457,0.6694971845006412,0.6694622853071466,60,60,0.22901320457458496,0.23101305961608887,0.6694622853071466,0.6694622853071466,60,60,2.619149684906006,2.6781532764434814,0.6694798165429334,0.4005647877098702,60,60,2.409137725830078,2.423138380050659,0.6694971845006412,0.6694971845006412,60,60,2.155123233795166,1.7531003952026367,0.6694971845006412,0.6694798165429334
91,ZTF17aadfzdl,RRL,0.4923016,ASASSN,60,60,0.2800159454345703,0.2690155506134033,0.49233004788627077,0.9846184926432175,60,60,0.19401073455810547,0.1870107650756836,0.49233004788627077,0.9725289446917623,60,60,0.23301315307617188,0.23201298713684082,0.49230437995312226,0.49233004788627077,60,60,1.4990859031677246,1.448082685470581,0.49233004788627077,0.49233004788627077,60,60,1.4740843772888184,2.38313627243042,0.49230437995312226,0.49233004788627077,60,60,2.39713716506958,2.4241387844085693,0.49230437995312226,0.49233004788627077
92,ZTF18abcriss,RRL,0.337761,CRTSnorth,60,60,0.37502145767211914,0.35302019119262695,0.6755269962829968,0.6754917809349907,60,60,0.241013765335083,0.24001383781433105,0.6755269962829968,0.675562215302951,60,60,0.3060176372528076,0.28801631927490234,0.5107468638373724,0.5107468638373724,60,60,2.0061144828796387,2.253129005432129,0.5107468638373724,0.3377689685780089,60,60,1.7741014957427979,1.5340876579284668,0.5107468638373724,0.3377689685780089,60,60,1.9891138076782227,2.4621405601501465,0.5107468638373724,0.3377689685780089
