oid,classALeRCE,period,source,LS_samples_g,LS_samples_r,LS_time_g,LS_time_r,LS_T_g,LS_T_r,LKSL_samples_g,LKSL_samples_r,LKSL_time_g,LKSL_time_r,LKSL_T_g,LKSL_T_r,PDM1_samples_g,PDM1_samples_r,PDM1_time_g,PDM1_time_r,PDM1_T_g,PDM1_T_r,MHAOV_samples_g,MHAOV_samples_r,MHAOV_time_g,MHAOV_time_r,MHAOV_T_g,MHAOV_T_r,QME_samples_g,QME_samples_r,QME_time_g,QME_time_r,QME_T_g,QME_T_r,QMICS_samples_g,QMICS_samples_r,QMICS_time_g,QMICS_time_r,QMICS_T_g,QMICS_T_r,QMIEU_samples_g,QMIEU_samples_r,QMIEU_time_g,QMIEU_time_r,QMIEU_T_g,QMIEU_T_r
ZTF18abdeyrl,RRL,0.4752162,GAIADR2VS,40,40,0.1780099868774414,0.20501160621643066,0.4752209682153387,0.47523341284594384,40,40,0.15100884437561035,0.12700748443603516,0.47523341284594384,0.4752209682153387,40,40,0.11500668525695801,0.09700560569763184,0.3218349005346719,0.4752209682153387,40,40,0.1500086784362793,0.12500715255737305,0.4752209682153387,0.47523341284594384,40,40,0.5220298767089844,0.5220296382904053,0.4752209682153387,0.47523341284594384,40,40,0.5320305824279785,0.5090289115905762,0.4752209682153387,0.4752209682153387,40,40,0.5360307693481445,0.5030288696289062,0.4752209682153387,0.47523341284594384
ZTF18aaoemnc,RRL,0.5934010000000001,LINEAR,40,40,0.1630094051361084,0.15900897979736328,0.5934345530374898,0.5934345530374898,40,40,0.13200759887695312,0.1260073184967041,0.5934036268569496,0.5934345530374898,40,40,0.09600543975830078,0.09200525283813477,0.5934345530374898,0.5934036268569496,40,40,0.128007173538208,0.12500715255737305,0.5934345530374898,0.5934345530374898,40,40,0.5230300426483154,0.5300302505493164,0.5934190856964766,0.5934345530374898,40,40,0.5180296897888184,0.5260300636291504,0.5934190856964766,0.5933881458104204,40,40,0.5110292434692383,0.5090291500091553,0.5934190856964766,0.5934190856964766
ZTF18abddqtn,RRL,0.626065,LINEAR,40,40,0.1630094051361084,0.16700959205627441,0.6260706563109385,0.6260380276358316,40,40,0.13100743293762207,0.13200736045837402,0.6260380276358316,1.6821025648145214,40,40,0.1000056266784668,0.09900569915771484,0.6260706563109385,3.3638876367774446,40,40,0.12500691413879395,0.12000679969787598,0.6260706563109385,0.6260380276358316,40,40,0.5280301570892334,0.5270302295684814,0.6261032883873913,0.6260380276358316,40,40,0.5250298976898193,0.5210294723510742,0.6261032883873913,0.6260380276358316,40,40,0.5090291500091553,0.5640325546264648,0.6261032883873913,0.6260380276358316
ZTF18acrygnp,RRL,0.708755,LINEAR,40,40,0.16200900077819824,0.16200947761535645,0.7087321774339616,2.449778670345431,40,40,0.13000750541687012,0.12300729751586914,0.41431603762168234,0.7087321774339616,40,40,0.1000056266784668,0.09400510787963867,0.7087691257003593,2.450098071175804,40,40,0.1240072250366211,0.1150064468383789,0.41430518819505835,2.449778670345431,40,40,0.5100293159484863,0.5270302295684814,0.7087321774339616,0.7087321774339616,40,40,0.5180294513702393,0.5170297622680664,0.7087691257003593,0.7087321774339616,40,40,0.5060286521911621,0.4910280704498291,0.7087691257003593,0.7087321774339616
ZTF18aabasna,RRL,0.399636,CRTSnorth,40,40,0.1630091667175293,0.1610090732574463,0.39963666126502767,0.39963666126502767,40,40,0.13400793075561523,0.12900733947753906,0.3995949971699669,0.3996574965708333,40,40,0.09800553321838379,0.0890049934387207,0.3996158281315187,0.3996574965708333,40,40,0.12700700759887695,0.12500715255737305,0.39963666126502767,0.39963666126502767,40,40,0.5210299491882324,0.5230300426483154,0.39963666126502767,0.39963666126502767,40,40,0.5110292434692383,0.5240299701690674,0.39963666126502767,0.39963666126502767,40,40,0.5160295963287354,0.5200295448303223,0.39963666126502767,0.39963666126502767
ZTF18abbwgvd,RRL,0.576689,ASASSN,40,40,0.1630094051361084,0.16200923919677734,0.5766919186956881,0.5766919186956881,40,40,0.128007173538208,0.126007080078125,0.5766919186956881,0.5766919186956881,40,40,0.1020059585571289,0.09700560569763184,0.7307924265527481,0.5766919186956881,40,40,0.12200713157653809,0.12200713157653809,0.5766919186956881,0.5766919186956881,40,40,0.5170292854309082,0.5260300636291504,0.5766919186956881,0.5766919186956881,40,40,0.5230298042297363,0.5090291500091553,0.5766919186956881,0.5766919186956881,40,40,0.5290300846099854,0.5130295753479004,0.5766919186956881,0.5766919186956881
ZTF18aabhkoz,RRL,0.33383,CRTSnorth,40,40,0.16200900077819824,0.16200947761535645,0.3338304152579865,0.3338304152579865,40,40,0.13200736045837402,0.12700724601745605,0.3338304152579865,0.3338304152579865,40,40,0.09800553321838379,0.09400558471679688,0.3338304152579865,0.3338304152579865,40,40,0.12300729751586914,0.12200689315795898,0.3338304152579865,0.3338304152579865,40,40,0.5280299186706543,0.5260300636291504,0.3338304152579865,0.3338304152579865,40,40,0.5090291500091553,0.5220298767089844,0.3338304152579865,0.3338304152579865,40,40,0.5200297832489014,0.5110292434692383,0.3338304152579865,0.3338304152579865
ZTF18abjhvuc,RRL,0.272071,CRTSnorth,40,40,0.1650094985961914,0.1630094051361084,0.272068407050483,0.2720825885485959,40,40,0.13300800323486328,0.1260073184967041,0.3741628044720515,0.2720825885485959,40,40,0.1000056266784668,0.09800529479980469,1.4926292689432459,0.2720825885485959,40,40,0.12000679969787598,0.12100672721862793,0.272068407050483,0.2720825885485959,40,40,0.5240299701690674,0.5240297317504883,0.2720825885485959,0.272068407050483,40,40,0.5220298767089844,0.5200297832489014,0.37414329929543694,0.272068407050483,40,40,0.5060288906097412,0.5230300426483154,0.272068407050483,0.272068407050483
ZTF17aaajahq,RRL,0.5326960000000001,LINEAR,40,40,0.15600895881652832,0.15900897979736328,0.5326635149239634,0.34720389459292156,40,40,0.13300776481628418,0.12900733947753906,1.0653375517888592,0.3472219962838372,40,40,0.10100579261779785,0.09300518035888672,1.0651709691064373,1.0653099150220857,40,40,0.12300682067871094,0.11500668525695801,0.5326635149239634,0.3472219962838372,40,40,0.5280301570892334,0.5200300216674805,0.5327051730475089,0.5326912885634848,40,40,0.5180294513702393,0.5240299701690674,0.5327051730475089,0.532732937277878,40,40,0.5070288181304932,0.590033769607544,0.5327051730475089,0.5327051730475089
ZTF18abcxivv,RRL,0.61552,ASASSN,40,40,0.1630091667175293,0.15900921821594238,0.3806451052673658,0.6155532078481873,40,40,0.13400769233703613,0.12700724601745605,0.3806252652699929,0.6155852883896206,40,40,0.09900569915771484,0.09600543975830078,0.3806451052673658,0.6155532078481873,40,40,0.12900733947753906,0.11900663375854492,0.3806451052673658,0.6155532078481873,40,40,0.5350303649902344,0.5260303020477295,0.6155692437094962,0.6155532078481873,40,40,0.5250301361083984,0.5270299911499023,0.6155692437094962,0.6155532078481873,40,40,0.5080287456512451,0.5160298347473145,0.6155371489509704,0.6155532078481873
